Speaker,Transcription,Transactivity,Regulation,dialog_id,Transactivity 
H,"OK, so you're doing it now, right? OK, I'll let you do it.",EXT,,SE1 11.10,
A,You should be able to now see just an empty document. And here we can…,EXT,,SE1 11.10,
H,Where do you put it? (inaudible),ELI,,SE1 11.10,
A,"Ah, in files. Maybe I should rename it to today's date too 10 November meeting.",EXT,,SE1 11.10,
G,I have already put a copy information from Google Docs.,EXT,P,SE1 11.10,
H,"Oh yeah, I think it works something similar because I can see you there.",QC,P,SE1 11.10,
G,Yes,QC,,SE1 11.10,
A,Yes,QC,,SE1 11.10,
H,"Okay, so we can just use this. Yeah, OK, we'll learn to use Teams and then everything can be all in one place. ",INT,,SE1 11.10,
G,I would prefer one platform.,QC,F,SE1 11.10,
A,Me too.,QC,F,SE1 11.10,
H,"OK, because I didn't know this, there is a real time sync in Teams.",EXT,,SE1 11.10,
G&A,Yeah,QC,,SE1 11.10,
H,"Cool. OK, so we just add the the the dates is OK, so you can just ignore my…how do I change the name?",ELI,P,SE1 11.10,
G,"OK, so we can put our notes here in",EXT,P,SE1 11.10,
H,Yeah in the files.,QC,,SE1 11.10,
A,Okay,QC,,SE1 11.10,
K,"OK, I will fix my problem with teams and then I will join you",EXT,OT,SE1 11.10,
H,Maybe it's just today that maybe they have some maintenance or something? ,ELI,OT,SE1 11.10,
A,"It could be because this happened kind of to me earlier today for some reason I logged out of the Oulu teams, my Oulu teams account and then when I opened up teams it was like crashing and it wouldn't connect or something. I don't know if it was similar to what you experienced.",EXT,OT,SE1 11.10,
K,"OK, I will try, I will manage it somehow",QC,OT,SE1 11.10,
A,It should hopefully work in a bit.,EXT,OT,SE1 11.10,
K,Yeah. Alright!,QC,OT,SE1 11.10,
A,Alright. Well...,QC,OT,SE1 11.10,
G,Thank you.,EXT,OT,SE1 11.10,
A,Have a good evening,EXT,OT,SE1 11.10,
K,You too,QC,OT,SE1 11.10,
H,"So we'll meet on Monday and we'll decide on the task order. We have to settle all the tasks on Monday, right? ",ELI,F,SE1 11.10,
G,Yes. 15th November.,QC,F,SE1 11.10,
K,Yeah,QC,F,SE1 11.10,
A,Sounds good.,QC,F,SE1 11.10,
H,Okay that sounds good.,QC,,SE1 11.10,
A,Alright.,QC,,SE1 11.10,
K,"Okay, have a nice evening!",QC,OT,SE1 11.10,
A&K,"You too, thank you",QC,OT,SE1 11.10,
All,Bye,EXT,OT,SE1 11.10,
G,I can do it,EXT,,SE1 11.15,
K,Perfect then.,QC,,SE1 11.15,
G,Maybe because you're like a guest in this environment.,EXT,,SE1 11.15,
H&K,Ahhh,QC,,SE1 11.15,
H,I think we don't have the right,EXT,,SE1 11.15,
K,"That's true. Okay, then it's started.",QC,,SE1 11.15,
H,"Alright, so I think we are supposed to come up with our. We have some questions to answer right from the previous meeting.",EXT,F,SE1 11.15,
G,Uh-huh,QC,F,SE1 11.15,
K,Yeah,QC,,SE1 11.15,
H,Let me just open up the file….(inaudible) How do I share?,ELI,,SE1 11.15,
K,Do you have it all?,ELI,,SE1 11.15,
H,I think we can show the previous meeting document.,EXT,,SE1 11.15,
G,Uh-huh,QC,,SE1 11.15,
H,But I'm not so familiar with this share content and… do I share documents? Hmmm.,ELI,,SE1 11.15,
G,Are you planning to share or?,ELI,,SE1 11.15,
H,"Yeah, I'm trying to find how do I put it up. Hmm how come it's sharing from my camera?",ELI,,SE1 11.15,
H,"Or maybe someone can share. I've been shared a document here Windows, ah OK, I think I see it.",ELI,,SE1 11.15,
G,"Ah yes, we can see.",QC,,SE1 11.15,
H,"Yes, so we are supposed to define a question and context and yeah our focus area.",EXT,F,SE1 11.15,
G,"Uh, does it repeat? Uh or not questions because first of all, selecting defined problem, question, aim and context.",CON,F,SE1 11.15,
H,"I think yeah, it's the same here, right?",ELI,F,SE1 11.15,
K,Yeah it is. And I mean…,QC,F,SE1 11.15,
G,Go ahead! Go ahead!,EXT,F,SE1 11.15,
K,The overall topic we already decided on and then we decided to just look for some articles that we can use for our for our research or for our article and maybe we can present them and then we can define the aim afterwards. What do we think abut this?,ELI,P,SE1 11.15,
H,"Yeah, yes we can do it that way.",QC,F,SE1 11.15,
G,Uh-huh,QC,F,SE1 11.15,
K,"So I'm not sure if you saw, but I created on folder with the articles, so I found two articles. Uh one of these articles is about emotion regulation, uh, emotion and motivation regulation in a science class. 
And the proposal, a few different tools that they used, ah yeah, I think this was... this one, yeah. And so they used like We Spot. This is like an a tool for for questionnaire. Then they also used N study. Yeah, it was N study to support the regulation and also some electrodermal activity tools, and also they measured the heart rate of the students. 
That was quite interesting and then they put it all together and then the head like yeah some data which they could. 
Umm, yeah. I'm out of running out of words how they can interpret, um, the emotion regulation.",EXT,,SE1 11.15,
H,Yeah this one. They have this scaffording of…,QC,,SE1 11.15,
K,"Yeah, and this was an overall UM, environment in a Flipped Classroom.",INT,,SE1 11.15,
H,Okay.,QC,,SE1 11.15,
K,Does everybody know what Flipped Classroom is?,ELI,,SE1 11.15,
G,Yes.,QC,,SE1 11.15,
K,"Okay cool. And this is just a short summary and the other article was more for promoting the awareness of individual social Uh, emotional regulation and the social shared, emotional regulation, and, uh, they used the three tools like the like, a radar tool, and then a plan tool and an evaluation tool. And then they put all these data together as well. But, uh, I think this is something different that we try to to to...research.",EXT,,SE1 11.15,
H,Okay slightly different from our research.,CON,,SE1 11.15,
K,"Yeah, it's just it's tools how you can. How do I say it…",QC,,SE1 11.15,
H,Or (inaudible) condition right?,ELI,,SE1 11.15,
K,Yeah yeah.,QC,,SE1 11.15,
H,That is socially shared regulation.,EXT,,SE1 11.15,
K,"Yeah. But this's not a tool that is like, UM Yeah, doesn't focus on like eye movement or something like this.",CON,,SE1 11.15,
H,"Yeah, I think I I read another one that's similar to this. I think it's by the same author.",INT,,SE1 11.15,
K,Ahh alright,QC,,SE1 11.15,
H,"Yeah I know I saw this too. But that one, okay….",QC,,SE1 11.15,
G,"I've read the first too. Uh, the first article in my previous year just year related to (inaudible) and multimodal measurement. ",INT,,SE1 11.15,
K,Uh-huh,QC,,SE1 11.15,
G,"Yes, it was so interesting. Ah….can i continue?",ELI,,SE1 11.15,
H,"Yeah, I'll just off the shared screen.",QC,,SE1 11.15,
K,Yes sure!,QC,,SE1 11.15,
H,I think I saw your…okay.,EXT,,SE1 11.15,
G,I created some summaries of two articles. First article I presented to you last time… How can I do it? How can I Zoom? Can you see or should I?,ELI,P,SE1 11.15,
H,"Yes, it's at the bottom there is oh yeah.",QC,P,SE1 11.15,
G,"No, this is better. About a EMODA and just make briefly notes about resarch questions about theoretical and technological background.  Uh, they explore emotion and learning how it's connected, emotion recognition theories, 
discrete and dimensional, also mentioned about automatic emotion recognition, and they use these tools. These reader and Microsoft emotional service API.",EXT,P,SE1 11.15,
H,Okay,QC,,SE1 11.15,
K,Uh-huh,QC,,SE1 11.15,
G,"Next, the context was the platform Speak Plus. Training learning languages. They use multimodal approach for data sources, audio, video, self report and interaction traces. 
Uh, they created these two a model. It's like dashboard with the visualization. And this is shortly their summary.",EXT,,SE1 11.15,
K,Uh-huh,QC,,SE1 11.15,
G,"By applying both dimensional and discrete emotion models, we showed that we can detect different learners emotions during such settings. Sorry for my voice background",EXT,,SE1 11.15,
G,"With highlights the need for multimodal approach to emotion collection and recognition. Uh, we believe, uh, that providing tutors with an awareness tool to visualize and direct their learner's emotions will help them better maintain and sustainable social effective relationship as well as adjusting learning activity materials accordingly.
I just want to show you again the visualisation from this tool.",EXT,,SE1 11.15,
K,Uh-huh. Was this the article that you presented last time?,ELI,P,SE1 11.15,
G,Yes yes yes yes!,QC,P,SE1 11.15,
H,That's the one that can read your emotions right?,ELI,P,SE1 11.15,
G,Yes yes.,QC,P,SE1 11.15,
H,"Express emotion, ah okay.",QC,,SE1 11.15,
G,This is visualisation.,EXT,,SE1 11.15,
K,Uh-huh,QC,,SE1 11.15,
G,"Like a dashboard, how students and teachers can see how emotions transfer to the code to to the electronic format, how they visualize, visualize, visualize. ",EXT,,SE1 11.15,
K,Uh-huh,QC,,SE1 11.15,
G,And my second article this is from the same author from france.,EXT,,SE1 11.15,
K,Uh-huh,QC,,SE1 11.15,
G,"Just a moment. The name your name is lovu, something like that. And she also present a emotion awareness tool to support emotion, but it's not a technological tools. However, I found this article like an initial starting point because in your study uh, she concludes that the student expressed mainly negative emotions in academic context.",CON,,SE1 11.15,
K,Uh-huh,QC,,SE1 11.15,
G,"And they mainly related to individual or group learning experience rather than other students, so our students emotions focused more only our own emotions or situations, but not the other students or participants emotions.",EXT,,SE1 11.15,
H&K,Uh-huh,QC,,SE1 11.15,
G,"And here I briefly, uh, posted their results and conclusions. It's not about technological, but it's in the context of academic studies.",EXT,,SE1 11.15,
K,So is this article also in the context of umm technological learning setting?,ELI,,SE1 11.15,
G,"I'm not sure it's not about technological, it's just about general emotion regulation in the academic context.",CON,,SE1 11.15,
K,Uh-huh,QC,,SE1 11.15,
G,"Just general how students, uh, regulate their emotions.",CON,,SE1 11.15,
H,This is more of like a framework of how…,ELI,,SE1 11.15,
G,Yes yes yes yes!,QC,,SE1 11.15,
H,… understanding of like how this emotion factors maybe?,ELI,,SE1 11.15,
G,"Hmm, that's why maybe it's some kind of initial stage like a UM students, uh, express mainly negative emotion in in their studies. That's why we need to think about some tools or some approach that can help them to regulate their emotions in academic context.",EXT,P,SE1 11.15,
H,Okay.  (inaudible) stating the problem.,QC,P,SE1 11.15,
G,Yes.,QC,P,SE1 11.15,
H,"Okay. Uh, I I read let me just. So I read the one that K sends about, this one I think... I didn't write on the the summary, but they were just trying to explore like different tools that they can use for emotional regulation. So, uh, they start with some of the frameworks. This one looks like the framework that we have seen in the model. 
So yes, so this actually has a summary of the different tools that have been researched by I think, mainly by Järvenoja. Like some of the possible, some of the tools which were in the past studies.",EXT,P,SE1 11.15,
K,Uh-huh,QC,P,SE1 11.15,
H,Which maybe we can look into.,EXT,F,SE1 11.15,
K,Or look there was also the radar and our plan and our evaluated and I also meant in my in my previous studies that's funny.,CON,F,SE1 11.15,
H,Yeah.,QC,,SE1 11.15,
G,It's not about emotion yes? It's related to different aspect.,ELI,,SE1 11.15,
H,Yeah it's more of metacognition and yeah.,QC,,SE1 11.15,
G,Uh-huh,QC,,SE1 11.15,
H,"Uh, I think the one on emotions were this one EmAtool. So this is the one for emotions that they're looking at as regulation. So this one UM EmA tool. So EmA tool is something similar to the one that just now. I think K shows…",EXT,,SE1 11.15,
G,Uh-huh,QC,,SE1 11.15,
H,"...so you will choose how they are feeling, evaluate, explain and then their motivation. Yeah, this will this few points.",EXT,,SE1 11.15,
G,This is referred to self reporting I I think.,INT,,SE1 11.15,
H,"Yes. So, uh, yeah. So these were some of the limitations that they find like it's only used at the beginning…",INT,,SE1 11.15,
G,Uh-huh,QC,,SE1 11.15,
H,...and then that's not cover all the goals….,INT,,SE1 11.15,
K,Uh-huh,QC,,SE1 11.15,
H,"So, they had another one. OK, so they were trying to use it on uh, on in the context of this gymkhana activity, where, UM like students participate and work in groups to solve Like what problems. So then they were saying I think the back may not be so relevant, but they were saying how like yeah they were giving examples of how they were emotional conflict in terms of how like the leaders came up.",EXT,,SE1 11.15,
K&G,Uh-huh,QC,,SE1 11.15,
H,"Yeah, so some like certain types of leaders. It might, uh, encourage some group members to speak, but some group leaders may not encourage to sustain group members to speak. So they mentioned one example which was how this girl, who is very shy and she shared her idea. But she she didn't she wasn't able to explain it very clearly. So after some time she didn't communicate her ideas anymore.",EXT,,SE1 11.15,
G,Uh-huh,QC,,SE1 11.15,
H,"But when the group leader left like she started, she was alone with someone, she started, they started (inaudible) and then they listen to her. I think this shows a certain tension in the group.",EXT,,SE1 11.15,
K,Uh-huh,QC,,SE1 11.15,
H,"Yeah, so that was talking about emotional challenge. Yeah, I think that was just one part, yeah. 
So basically they talk about the tools by don't know why they brought in the the this example. I think they are trying to illustrate the importance of resolving social emotional issues.",EXT,,SE1 11.15,
G&K,Uh-huh,QC,,SE1 11.15,
H,"Yeah, the other one let me see if…maybe I didn't drop it in here. Let me just open it up. I'm not sure if it's the same as… Is I think it might be the same as the one that that K just showed just now. How do I change the share hold on…uh OK, I'll share a new one. Was this the same one?",ELI,P,SE1 11.15,
K,"Uh, no…umm? Yes, I think so! Yeah, yeah it was the same.",QC,P,SE1 11.15,
H,The same one right?,ELI,P,SE1 11.15,
K,"Yes, so the second article of mine.",QC,P,SE1 11.15,
H,"Yeah, but yes I also realize this is a mixture of both, but I think what we could use this part is that the area where they state the emotions and the challenge, they identify the challenge and how they are going to go about it.",CON,P,SE1 11.15,
K,Yeah.,QC,P,SE1 11.15,
H,Yeah.,QC,P,SE1 11.15,
H,So that is the use of scripting.,EXT,,SE1 11.15,
G,Uh-huh,QC,,SE1 11.15,
H,Like with this scripting tool to help them. But behind is about is more on metacognition so I think only that this SSTS is useful for us.,CON,,SE1 11.15,
K,"I mean we can also do it, UM to both, we can first, UM, focus on emotional regulation and then we can also present tools that are connected with emotional regulation and and, uh, regarding metacognition. I mean, this could be a possibility how we can create our article maybe? If it isn't too much.",INT,P,SE1 11.15,
H&G,Ummm,QC,P,SE1 11.15,
G,"Uh, should we present…should we offer some role of tools like maybe a mediator factor between teachers and students? How these tools can help teachers understand the situation in the classroom, for example.",ELI,P,SE1 11.15,
K,"If we have enough, uh, data or enough information to verify this or to verify our statements then we can do this, yes.",INT,P,SE1 11.15,
H,So you mean to narrow down to how like certain tools that help teachers? To help teachers monitor or like facilitate?,ELI,P,SE1 11.15,
G,"I think it's, uh, both. They like how students can regulate their own emotions and also how this tool can help teachers to regulate, I don't know how to say, class environment overall.",INT,P,SE1 11.15,
K,"Yeah, we can also do this distinction. So we would first explain all the issue behind UM emotional regulation and then we would present some tools and then we would go into this distinction. OK, which tools could help like teachers and which tools could have like students and why.",INT,P,SE1 11.15,
G,Uh-huh. From teachers perspective and from students perspective.,INT,P,SE1 11.15,
K,This sounds good to me.,QC,P,SE1 11.15,
H,"Okay. So let's write down, uh framework.",EXT,P,SE1 11.15,
G,Uh-huh,QC,P,SE1 11.15,
H,hmm anyone wanted let me just?,ELI,,SE1 11.15,
K,Can you do it H or should I do it?,ELI,,SE1 11.15,
H,Sorry?,ELI,,SE1 11.15,
K,Can you do it or should I do it?,ELI,,SE1 11.15,
H,Yeah I can do it. Let me just open the file. I think half I think they might have thought that the meeting is just on Thursday.,EXT,,SE1 11.15,
K,Ahh Okay,QC,,SE1 11.15,
G,Hmm,QC,,SE1 11.15,
K,"But if it's helpful for the others, we can also do a meeting on Thursdays and just briefly brief them up.",EXT,F,SE1 11.15,
G,Or ask them to watch our recordings.,EXT,F,SE1 11.15,
K,Ohh yeah right yeah. I totally forgot about the record. Even better idea.,QC,F,SE1 11.15,
G,"Maybe after watching they can, uh, produce new ideas.",EXT,F,SE1 11.15,
K,Yeah.,QC,F,SE1 11.15,
G,Based on our reasoning.,EXT,F,SE1 11.15,
H,Open a new document.,EXT,,SE1 11.15,
